client_name,age,ed,employ,address,income,debtinc,creddebt,othdebt,default,card_brand,card_type,credit_limit,has_chip,card_on_dark_web,MaritalStatus,EducationLevel,EmploymentStatus,HomeOwnershipStatus,BankruptcyHistory,kashf_ratib,sijil_tijari,ouqoud,damanat,wathaiq_zoboun
Client_184,20,1,28,16,53,36.5,3.66,14.79,0,Mastercard,Debit,,Yes,No,Single,Bachelors,Employed,Mortgage,0,false,true,false,false,true
Client_185,29,2,29,1,54,22.2,9.07,3.73,0,CIB,Debit,,Yes,No,Single,Masters,Employed,Mortgage,0,true,true,false,true,true
Client_186,49,1,30,22,116,21.2,9.47,10.24,0,Visa,Credit,,Yes,No,Divorced,PhD,Employed,Mortgage,0,false,false,true,true,false
Client_187,62,1,22,12,136,41.1,3.89,4.06,0,CIB,Debit,,Yes,No,Divorced,PhD,Self-Employed,Mortgage,0,true,true,false,true,false
Client_188,43,2,17,10,123,48.5,3.77,7.83,1,Visa,Credit,,Yes,No,Single,PhD,Unemployed,Own,0,false,false,false,false,false
Client_189,53,1,3,22,135,3.5,8.49,4.93,1,Visa,Credit,,Yes,No,Single,Bachelors,Self-Employed,Mortgage,0,true,true,true,true,true
Client_190,52,4,21,9,120,42.0,5.53,9.46,0,Visa,Credit,,Yes,No,Single,Masters,Unemployed,Own,0,true,true,true,true,false
Client_191,27,1,3,1,135,12.1,8.04,0.49,0,Visa,Debit,,Yes,No,Single,Bachelors,Unemployed,Mortgage,0,true,false,false,false,true
Client_192,20,3,38,25,82,29.2,0.75,2.95,0,Mastercard,Debit,,No,No,Single,PhD,Employed,Mortgage,0,true,true,true,false,false
Client_193,41,1,34,9,74,41.8,0.18,4.15,0,Visa,Debit,,Yes,No,Single,Bachelors,Self-Employed,Mortgage,0,false,true,true,false,true
Client_194,50,3,36,15,59,36.7,7.48,12.26,0,Mastercard,Credit,,Yes,No,Married,High School,Self-Employed,Own,0,false,true,false,false,false
Client_195,62,4,6,9,36,11.6,7.71,14.37,0,Mastercard,Credit,,Yes,No,Divorced,Masters,Self-Employed,Own,0,true,false,false,true,true
Client_196,64,3,9,24,134,26.4,9.4,9.55,0,Visa,Debit,,Yes,No,Divorced,High School,Self-Employed,Mortgage,0,true,false,true,true,true
Client_197,34,2,18,0,39,40.5,2.9,2.01,0,Visa,Credit,,Yes,No,Married,Masters,Unemployed,Mortgage,0,true,false,false,true,true
Client_198,27,4,15,11,124,12.8,4.59,11.65,0,Visa,Credit,,Yes,No,Single,Masters,Self-Employed,Own,0,true,false,false,true,true
Client_199,20,2,5,1,76,11.7,3.71,7.14,0,Visa,Credit,,Yes,No,Divorced,PhD,Self-Employed,Mortgage,0,false,false,true,false,false
Client_200,41,1,35,21,185,45.1,5.52,5.66,0,Mastercard,Debit,,Yes,No,Married,Masters,Employed,Mortgage,0,true,true,true,false,true
Client_201,54,3,11,15,135,18.3,1.81,14.74,0,Mastercard,Credit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,true,false,false,false,false
Client_202,28,4,9,0,82,15.5,3.85,10.95,0,CIB,Debit,,No,No,Married,PhD,Self-Employed,Mortgage,0,true,true,true,true,true
Client_203,45,3,35,21,172,0.9,8.32,13.53,0,Visa,Debit,,Yes,No,Divorced,Bachelors,Unemployed,Rent,0,true,false,true,true,false
Client_204,28,3,2,5,181,19.0,5.43,3.41,1,Visa,Debit,,Yes,No,Married,PhD,Self-Employed,Rent,0,true,true,false,true,false
Client_205,39,4,31,9,156,34.6,5.92,6.13,0,CIB,Debit,,Yes,No,Divorced,PhD,Unemployed,Mortgage,0,false,false,false,false,true
Client_206,60,1,2,15,154,26.9,3.35,6.24,1,Visa,Debit,,Yes,No,Married,Bachelors,Self-Employed,Own,0,false,false,false,false,true
Client_207,37,2,15,20,112,13.9,1.2,6.35,0,Visa,Debit,,Yes,No,Divorced,Masters,Self-Employed,Own,0,true,false,false,true,false
Client_208,53,1,9,16,141,15.3,1.89,14.79,0,Mastercard,Debit,,Yes,No,Married,High School,Employed,Own,0,false,false,false,true,false
Client_209,63,3,11,20,153,22.2,3.74,0.11,0,CIB,Credit,,Yes,No,Married,Masters,Employed,Mortgage,0,true,false,false,true,false
Client_210,53,3,30,19,185,24.7,3.9,7.55,0,Mastercard,Credit,,Yes,No,Married,PhD,Unemployed,Rent,0,true,false,true,false,false
Client_211,56,4,3,21,42,33.8,1.38,13.81,0,Visa,Credit,,Yes,No,Single,Bachelors,Self-Employed,Own,0,false,true,false,true,true
Client_212,43,1,37,5,86,6.5,0.33,6.05,0,Mastercard,Debit,,Yes,No,Divorced,High School,Unemployed,Rent,0,true,true,true,true,true
Client_213,57,1,13,18,50,30.9,7.93,0.39,0,Mastercard,Credit,,Yes,No,Married,Masters,Unemployed,Rent,0,true,true,true,false,false
Client_214,42,3,33,25,54,6.0,8.65,9.03,0,Visa,Debit,,Yes,No,Single,PhD,Unemployed,Rent,0,false,true,true,true,true
Client_215,40,1,8,18,68,39.7,8.37,6.37,0,CIB,Credit,,Yes,No,Divorced,PhD,Employed,Own,1,true,false,true,true,true
Client_216,58,4,29,28,135,46.9,9.97,14.25,0,CIB,Credit,,Yes,No,Divorced,PhD,Unemployed,Own,0,true,false,true,true,true
Client_217,22,2,14,25,57,6.1,2.33,6.69,0,Visa,Credit,,Yes,No,Divorced,Bachelors,Self-Employed,Rent,0,false,true,false,true,true
Client_218,21,1,15,27,169,8.9,5.12,7.36,0,Visa,Credit,,Yes,No,Divorced,High School,Unemployed,Mortgage,0,true,false,true,true,false
Client_219,48,3,17,22,95,27.9,3.1,1.34,0,Mastercard,Debit,,Yes,No,Single,PhD,Employed,Mortgage,0,true,true,true,false,false
Client_220,57,1,10,8,159,8.9,0.03,10.58,0,CIB,Credit,,Yes,No,Single,Bachelors,Unemployed,Mortgage,0,false,true,true,false,true
Client_221,24,4,23,15,121,0.3,4.94,6.06,0,Mastercard,Credit,,Yes,No,Single,High School,Employed,Own,0,true,true,false,false,true
Client_222,63,1,39,17,145,24.8,3.34,8.26,0,CIB,Credit,,Yes,No,Divorced,PhD,Employed,Rent,0,false,true,true,true,false
Client_223,26,4,10,8,94,24.8,9.52,6.05,0,Mastercard,Debit,,Yes,Yes,Divorced,PhD,Unemployed,Own,0,false,true,true,true,true
Client_224,26,3,10,5,51,38.4,2.91,3.85,0,CIB,Debit,,Yes,No,Married,Bachelors,Self-Employed,Mortgage,0,true,true,true,false,true
Client_225,22,2,33,9,197,45.4,4.98,13.16,0,Mastercard,Credit,,Yes,No,Divorced,High School,Employed,Own,0,true,true,false,false,true
Client_226,37,1,25,27,98,19.6,0.83,1.09,0,Mastercard,Debit,,Yes,No,Married,PhD,Self-Employed,Rent,0,false,true,true,false,true
Client_227,43,3,13,23,56,32.6,2.01,4.9,1,Visa,Debit,,Yes,No,Married,Masters,Employed,Own,0,false,false,true,true,true
Client_228,26,2,34,11,134,21.5,8.3,5.0,1,Mastercard,Debit,,Yes,No,Divorced,PhD,Unemployed,Own,0,true,false,false,false,false
Client_229,29,4,3,25,101,43.8,5.02,13.89,1,Visa,Debit,,Yes,No,Married,PhD,Self-Employed,Own,0,true,true,true,true,true
Client_230,44,4,31,7,72,40.6,3.46,9.14,0,Mastercard,Credit,,Yes,No,Divorced,PhD,Employed,Rent,0,false,false,true,false,false
Client_231,24,4,26,17,127,24.5,7.99,7.13,0,Visa,Credit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,false,true,false,false,true
Client_232,64,1,14,15,187,39.7,5.67,7.4,1,CIB,Credit,,Yes,No,Married,PhD,Self-Employed,Rent,0,false,true,false,false,false
Client_233,46,1,1,5,198,49.0,3.01,11.67,0,Visa,Debit,,Yes,Yes,Divorced,PhD,Employed,Mortgage,0,false,false,true,true,true
Client_234,56,4,22,22,172,29.0,8.99,0.72,0,Mastercard,Credit,,Yes,No,Single,High School,Employed,Own,0,false,true,true,false,false
Client_235,48,1,1,6,71,15.1,4.82,14.84,0,Visa,Credit,,Yes,No,Divorced,High School,Self-Employed,Own,0,false,true,false,false,false
Client_236,26,1,13,19,137,46.9,6.54,2.4,0,Mastercard,Debit,,Yes,No,Divorced,PhD,Self-Employed,Mortgage,0,false,true,true,true,true
Client_237,63,4,28,1,124,28.4,9.09,5.71,0,CIB,Debit,,Yes,No,Divorced,High School,Employed,Mortgage,0,false,true,true,false,true
Client_238,26,3,8,17,95,24.6,2.97,14.75,0,Mastercard,Credit,,Yes,No,Divorced,Bachelors,Employed,Rent,0,true,false,true,false,false
Client_239,59,3,8,14,183,30.6,5.17,7.91,0,Mastercard,Credit,,Yes,No,Single,PhD,Self-Employed,Mortgage,0,true,false,true,true,false
Client_240,55,2,33,14,35,9.5,9.62,4.41,0,Mastercard,Debit,,Yes,No,Divorced,PhD,Unemployed,Mortgage,0,false,false,true,true,false
Client_241,23,4,17,24,56,24.5,9.4,1.2,0,Visa,Credit,,Yes,No,Divorced,Bachelors,Employed,Own,0,false,false,true,false,false
Client_242,21,4,6,4,84,45.8,0.94,4.34,0,Mastercard,Credit,,Yes,No,Single,PhD,Unemployed,Own,0,false,true,false,false,true
Client_243,63,2,7,5,95,18.3,8.94,6.11,0,Mastercard,Credit,,Yes,No,Married,High School,Unemployed,Mortgage,0,true,false,false,false,true
Client_244,44,1,2,2,153,16.1,4.56,4.74,1,Visa,Credit,,Yes,No,Married,PhD,Employed,Mortgage,0,false,false,true,false,true
Client_245,34,1,15,5,153,45.1,5.66,10.94,0,Visa,Credit,,Yes,No,Married,PhD,Unemployed,Mortgage,0,true,true,false,true,true
Client_246,62,4,18,13,52,17.8,8.03,1.73,1,Mastercard,Credit,,Yes,No,Divorced,High School,Employed,Rent,0,false,false,false,true,true
Client_247,49,1,3,20,122,33.2,8.63,8.18,0,CIB,Credit,,Yes,No,Single,Bachelors,Self-Employed,Rent,0,false,true,false,true,true
Client_248,34,4,10,6,42,16.3,7.55,9.43,0,Visa,Credit,,Yes,No,Married,Masters,Unemployed,Mortgage,0,true,true,true,true,false
Client_249,43,2,7,11,175,38.6,8.08,10.81,0,CIB,Debit,,Yes,No,Married,Bachelors,Self-Employed,Rent,0,false,false,false,true,false
Client_250,47,3,37,6,49,4.8,2.28,4.55,0,Mastercard,Debit,,Yes,No,Married,Masters,Unemployed,Own,0,true,true,false,false,false
Client_251,54,3,2,9,166,28.6,6.37,2.13,0,Visa,Credit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,false,false,true,false,false
Client_252,28,1,31,29,103,3.0,6.48,1.64,0,CIB,Credit,,Yes,No,Divorced,High School,Employed,Own,0,false,true,false,false,false
Client_253,23,1,5,18,110,25.1,2.9,3.9,0,Mastercard,Debit,,Yes,Yes,Married,PhD,Unemployed,Own,0,false,true,false,true,true
Client_254,21,1,12,5,93,39.6,4.96,1.17,0,CIB,Credit,,Yes,No,Divorced,High School,Self-Employed,Mortgage,0,true,true,true,true,true
Client_255,52,3,5,17,94,41.1,2.82,14.1,0,CIB,Debit,,Yes,Yes,Married,PhD,Employed,Own,0,false,false,true,true,false
Client_256,35,2,27,20,194,18.6,9.21,9.0,0,Mastercard,Debit,,Yes,No,Divorced,PhD,Employed,Rent,0,true,true,false,true,true
Client_257,64,1,6,14,72,38.4,0.18,7.32,0,Visa,Debit,,Yes,No,Single,Masters,Self-Employed,Mortgage,0,false,false,true,false,true
Client_258,37,1,20,9,104,38.5,2.5,6.29,0,CIB,Credit,,Yes,No,Married,PhD,Self-Employed,Own,0,false,true,true,false,true
Client_259,54,2,9,6,170,6.6,5.36,5.72,0,Visa,Credit,,Yes,No,Divorced,Masters,Employed,Rent,0,false,true,false,true,false
Client_260,49,4,30,16,189,9.6,9.81,7.23,0,Mastercard,Credit,,Yes,No,Divorced,High School,Unemployed,Own,0,false,false,false,false,false
Client_261,39,4,5,1,38,38.9,3.57,4.69,0,CIB,Debit,,Yes,No,Single,PhD,Employed,Own,0,true,true,false,false,true
Client_262,48,3,14,13,109,30.4,2.44,0.03,1,Mastercard,Credit,,Yes,No,Divorced,Bachelors,Unemployed,Rent,0,false,false,true,false,false
Client_263,64,3,24,13,87,29.5,3.67,13.49,0,Visa,Credit,,Yes,No,Divorced,High School,Employed,Own,0,true,true,false,false,false
Client_264,61,2,33,12,192,28.2,0.49,14.27,0,Visa,Debit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,true,true,false,false,false
Client_265,43,1,20,29,186,9.4,7.89,4.52,0,Mastercard,Credit,,Yes,No,Single,Masters,Employed,Rent,0,true,false,false,true,false
Client_266,46,3,35,9,158,43.7,1.92,1.18,0,Visa,Debit,,Yes,No,Divorced,PhD,Self-Employed,Rent,0,false,true,true,false,false
Client_267,24,2,34,20,40,49.8,2.44,3.0,1,CIB,Credit,,Yes,No,Married,Bachelors,Employed,Rent,0,true,true,true,false,false
Client_268,37,1,20,10,31,1.4,8.66,11.8,0,Mastercard,Debit,,Yes,No,Single,Masters,Employed,Rent,0,false,true,false,true,false
Client_269,22,1,15,28,141,15.4,5.14,11.22,0,Visa,Credit,,Yes,No,Divorced,Bachelors,Self-Employed,Mortgage,0,false,true,true,true,false
Client_270,26,4,19,23,47,18.9,1.82,4.48,0,Visa,Debit,,Yes,No,Single,High School,Unemployed,Rent,0,false,true,false,false,false
Client_271,32,3,7,9,175,13.7,5.88,12.14,0,CIB,Credit,,Yes,No,Divorced,High School,Self-Employed,Rent,0,true,false,true,false,false
Client_272,44,3,22,15,117,40.7,8.54,11.84,0,Mastercard,Debit,,Yes,No,Married,High School,Unemployed,Mortgage,0,true,false,false,true,false
Client_273,58,4,3,26,77,11.2,5.11,10.14,0,CIB,Credit,,Yes,No,Single,Masters,Unemployed,Own,1,true,false,false,false,false
Client_274,28,4,9,17,164,26.9,7.93,0.58,0,CIB,Credit,,Yes,No,Married,High School,Employed,Mortgage,0,false,false,false,true,false
Client_275,54,2,23,7,166,46.0,1.3,6.71,0,Visa,Credit,,Yes,No,Married,Masters,Employed,Own,0,true,true,false,false,true
Client_276,41,2,26,11,79,19.1,9.31,4.28,0,Visa,Credit,,Yes,No,Married,PhD,Unemployed,Rent,0,false,true,true,true,false
Client_277,28,2,10,1,107,27.3,6.47,11.29,0,Visa,Debit,,Yes,No,Divorced,Masters,Self-Employed,Own,0,false,true,false,false,false
Client_278,46,2,11,24,47,20.5,7.17,12.34,0,CIB,Credit,,Yes,No,Married,Bachelors,Unemployed,Rent,0,true,false,true,false,true
Client_279,37,3,16,22,149,42.7,1.64,14.28,0,CIB,Debit,,Yes,No,Single,Bachelors,Self-Employed,Rent,0,false,true,false,true,false
Client_280,51,3,17,18,170,8.9,8.72,1.29,0,Visa,Credit,,Yes,Yes,Divorced,Bachelors,Unemployed,Mortgage,0,false,true,true,false,false
Client_281,31,2,34,5,49,8.4,0.61,0.04,0,Mastercard,Credit,,Yes,No,Single,Masters,Employed,Mortgage,0,false,false,true,true,false
Client_282,59,2,13,21,192,46.9,8.46,0.14,0,CIB,Debit,,Yes,Yes,Married,High School,Unemployed,Own,0,true,true,true,true,false
Client_283,26,1,19,28,177,7.4,5.45,0.69,1,CIB,Credit,,Yes,No,Single,Masters,Employed,Rent,1,false,false,true,true,true
Client_284,40,4,9,29,34,28.2,3.79,2.1,0,CIB,Credit,,Yes,No,Married,PhD,Self-Employed,Mortgage,0,false,false,false,false,true
Client_285,42,2,28,3,156,28.2,9.62,14.58,0,Mastercard,Credit,,Yes,No,Single,Masters,Unemployed,Own,0,false,false,false,true,true
Client_286,51,3,16,13,102,21.3,6.87,12.93,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Unemployed,Own,0,true,true,false,false,false
Client_287,26,4,37,8,144,30.6,3.45,7.66,0,CIB,Credit,,Yes,No,Single,High School,Unemployed,Rent,0,false,true,true,false,true
Client_288,20,3,37,25,69,40.8,1.83,2.51,1,Mastercard,Debit,,Yes,No,Divorced,PhD,Unemployed,Own,0,true,false,false,true,true
Client_289,59,4,9,26,81,10.3,2.13,13.43,0,CIB,Credit,,Yes,No,Divorced,Masters,Unemployed,Rent,0,false,true,true,true,false
Client_290,25,1,19,10,79,47.0,0.05,3.63,0,Mastercard,Debit,,Yes,No,Married,Bachelors,Unemployed,Own,0,true,true,false,false,true
Client_291,26,2,17,19,87,44.8,5.39,11.87,0,Visa,Credit,,Yes,No,Divorced,PhD,Self-Employed,Rent,0,false,false,false,true,false
Client_292,30,4,39,14,54,25.5,6.53,13.89,0,Visa,Debit,,Yes,Yes,Divorced,Masters,Employed,Rent,0,false,true,true,true,true
Client_293,40,1,35,18,40,48.4,9.08,10.5,0,Visa,Credit,,Yes,No,Single,PhD,Employed,Mortgage,0,false,true,true,false,true
Client_294,41,3,34,22,93,0.3,3.66,2.24,0,Visa,Debit,,Yes,No,Divorced,Masters,Employed,Mortgage,0,true,true,true,false,false
Client_295,61,3,26,0,183,17.3,7.53,9.3,1,Visa,Credit,,Yes,No,Married,Masters,Employed,Rent,0,true,true,false,false,false
Client_296,25,1,39,10,161,0.1,6.39,7.92,0,Visa,Debit,,Yes,No,Married,PhD,Unemployed,Own,0,false,true,true,true,true
Client_297,54,3,33,14,95,36.6,6.74,0.02,0,Mastercard,Credit,,Yes,No,Married,PhD,Employed,Own,0,false,true,true,true,false
Client_298,51,1,35,25,132,2.7,8.99,5.08,0,CIB,Debit,,Yes,No,Divorced,Masters,Self-Employed,Rent,0,false,true,false,true,false
Client_299,27,3,24,24,107,12.0,2.02,0.97,0,Mastercard,Debit,,Yes,No,Married,PhD,Unemployed,Rent,0,true,false,true,true,false
Client_300,61,2,7,20,128,15.1,4.92,3.83,0,Visa,Credit,,Yes,No,Divorced,High School,Unemployed,Own,0,false,false,true,true,true
Client_301,41,1,12,2,69,12.2,4.4,6.94,1,CIB,Debit,,Yes,No,Divorced,PhD,Self-Employed,Rent,0,false,true,false,false,true
Client_302,35,3,34,13,136,21.1,2.54,1.16,0,CIB,Debit,,Yes,No,Single,PhD,Employed,Own,0,false,false,true,true,true
Client_303,23,1,19,5,55,40.7,1.85,3.51,1,Visa,Debit,,Yes,No,Married,High School,Employed,Mortgage,0,false,false,false,true,true
Client_304,27,4,0,26,83,16.9,4.33,8.12,0,Visa,Credit,,Yes,No,Single,High School,Employed,Mortgage,0,true,false,false,false,true
Client_305,44,2,39,7,175,8.0,0.59,1.89,0,Visa,Debit,,Yes,No,Single,High School,Self-Employed,Rent,0,true,false,true,true,false
Client_306,22,2,11,4,138,26.8,0.62,6.87,0,CIB,Debit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,true,true,false,false,false
Client_307,40,4,6,21,105,16.2,9.1,14.09,0,Visa,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Own,0,false,true,true,true,true
Client_308,38,3,20,19,73,36.8,3.84,4.55,0,Mastercard,Credit,,Yes,No,Single,Masters,Unemployed,Own,0,true,false,true,false,true
Client_309,33,3,31,3,30,32.7,6.17,13.62,0,CIB,Credit,,Yes,No,Divorced,Masters,Employed,Own,0,false,false,true,false,false
Client_310,62,1,14,4,174,13.7,9.68,0.1,0,Visa,Credit,,Yes,No,Divorced,High School,Employed,Own,0,false,true,false,true,true
Client_311,46,1,6,20,160,46.4,3.23,7.44,0,Mastercard,Credit,,Yes,No,Single,High School,Self-Employed,Own,0,false,false,false,true,false
Client_312,35,3,16,8,182,21.9,4.91,1.35,0,Visa,Credit,,Yes,Yes,Single,High School,Self-Employed,Mortgage,0,true,true,false,true,true
Client_313,34,3,4,22,30,22.2,9.71,5.99,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Unemployed,Rent,0,true,false,false,true,true
Client_314,42,4,1,17,32,12.9,6.21,3.94,0,Mastercard,Debit,,Yes,No,Single,Bachelors,Self-Employed,Mortgage,0,true,true,true,false,true
Client_315,28,3,8,27,76,37.2,3.78,2.15,0,Visa,Credit,,Yes,No,Single,PhD,Self-Employed,Mortgage,0,false,true,false,true,true
Client_316,29,3,5,15,114,16.1,3.82,14.71,0,Mastercard,Credit,,Yes,No,Married,High School,Unemployed,Own,0,true,true,false,false,true
Client_317,37,1,35,0,98,27.3,1.58,14.81,0,CIB,Credit,,Yes,No,Married,High School,Self-Employed,Rent,0,true,true,true,false,false
Client_318,26,2,7,13,189,5.0,9.01,12.55,1,CIB,Debit,,Yes,Yes,Divorced,Masters,Unemployed,Rent,0,true,true,false,false,false
Client_319,40,1,0,11,115,23.9,8.61,11.75,0,Mastercard,Credit,,Yes,No,Married,PhD,Employed,Own,0,false,true,true,false,false
Client_320,33,3,36,15,159,21.6,1.57,2.5,0,Mastercard,Credit,,Yes,No,Single,High School,Unemployed,Mortgage,0,true,false,false,false,true
Client_321,54,2,24,4,184,28.9,7.83,14.21,0,Mastercard,Credit,,Yes,No,Divorced,High School,Employed,Mortgage,0,false,true,false,true,false
Client_322,63,4,7,26,93,38.2,5.68,10.06,0,Mastercard,Credit,,Yes,No,Divorced,PhD,Employed,Rent,0,false,true,false,false,false
Client_323,23,2,36,13,183,16.1,6.19,8.58,0,Mastercard,Credit,,Yes,No,Married,PhD,Employed,Mortgage,0,true,true,false,true,false
Client_324,36,2,23,29,41,25.0,9.63,14.66,0,CIB,Debit,,Yes,No,Divorced,Masters,Employed,Mortgage,0,true,false,false,true,true
Client_325,62,3,20,26,146,18.4,9.63,14.34,0,CIB,Credit,,Yes,No,Married,PhD,Employed,Mortgage,0,false,true,false,true,false
Client_326,34,4,24,24,198,20.0,6.24,7.99,1,CIB,Credit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,false,false,false,true,true
Client_327,23,2,4,25,37,22.1,5.85,7.22,0,CIB,Credit,,Yes,No,Single,High School,Self-Employed,Rent,0,false,true,true,true,false
Client_328,59,1,28,23,164,12.3,7.6,6.16,0,CIB,Credit,,No,No,Divorced,Bachelors,Employed,Mortgage,0,true,true,false,false,true
Client_329,29,1,11,20,67,7.0,7.27,11.93,0,CIB,Debit,,No,No,Divorced,High School,Employed,Own,0,false,true,true,true,true
Client_330,20,1,7,4,169,23.5,0.08,4.98,0,Visa,Debit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,true,true,false,false,false
Client_331,32,1,33,5,72,6.6,5.4,3.32,1,CIB,Credit,,No,No,Divorced,Bachelors,Self-Employed,Mortgage,0,false,true,false,false,true
Client_332,51,1,5,11,35,43.6,2.32,14.68,0,Visa,Debit,,Yes,No,Divorced,PhD,Employed,Mortgage,0,false,false,true,true,true
Client_333,30,2,9,15,113,14.2,2.11,14.9,0,Mastercard,Credit,,Yes,No,Divorced,PhD,Unemployed,Own,0,false,false,false,false,false
Client_334,42,1,38,19,83,18.6,3.46,10.2,0,Visa,Debit,,Yes,No,Divorced,Masters,Self-Employed,Rent,0,true,false,true,true,true
Client_335,33,1,16,11,95,23.6,4.11,12.86,1,Visa,Credit,,Yes,No,Married,Bachelors,Unemployed,Mortgage,0,false,false,true,true,false
Client_336,41,3,14,23,125,38.6,3.08,14.83,0,Mastercard,Credit,,Yes,Yes,Married,Bachelors,Employed,Mortgage,0,false,false,true,false,false
Client_337,48,3,11,28,190,37.4,3.61,5.74,0,Mastercard,Debit,,Yes,No,Single,High School,Unemployed,Mortgage,0,false,true,false,false,true
Client_338,52,3,13,7,92,3.4,9.27,5.31,0,Visa,Debit,,No,No,Married,High School,Unemployed,Mortgage,0,true,false,true,false,true
Client_339,40,3,14,12,120,25.9,0.23,1.23,0,Visa,Debit,,Yes,No,Married,PhD,Unemployed,Own,0,false,false,true,true,true
Client_340,54,3,29,7,126,10.6,3.11,0.59,0,Mastercard,Credit,,Yes,No,Married,PhD,Self-Employed,Rent,0,false,false,true,true,false
Client_341,26,3,26,23,75,29.3,5.03,2.99,0,Mastercard,Credit,,Yes,No,Single,High School,Employed,Rent,0,false,true,false,true,false
Client_342,59,1,11,12,62,29.7,3.86,9.59,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Employed,Mortgage,0,false,true,false,true,true
Client_343,44,3,19,12,117,35.5,9.2,12.32,0,Mastercard,Debit,,Yes,No,Married,High School,Employed,Rent,0,false,true,true,false,false
Client_344,54,2,0,4,54,26.9,4.74,9.83,0,Mastercard,Debit,,No,No,Married,High School,Employed,Own,0,true,false,false,false,false
Client_345,30,1,37,11,58,13.0,3.79,9.71,0,Visa,Debit,,Yes,No,Single,Masters,Unemployed,Rent,0,false,false,false,false,true
Client_346,33,4,15,14,76,22.2,4.45,10.23,0,Mastercard,Credit,,Yes,No,Divorced,Bachelors,Unemployed,Mortgage,0,true,true,true,false,false
Client_347,43,1,35,16,140,29.4,8.69,3.06,0,Visa,Credit,,Yes,No,Single,High School,Self-Employed,Mortgage,0,true,false,true,false,false
Client_348,41,2,2,9,188,14.9,4.63,7.84,0,CIB,Debit,,Yes,No,Single,PhD,Employed,Own,0,true,false,true,true,true
Client_349,45,1,30,21,94,45.7,9.69,3.25,0,CIB,Debit,,Yes,No,Single,Masters,Employed,Own,0,false,true,false,false,false
Client_350,20,2,2,5,98,19.7,1.55,14.0,0,CIB,Credit,,Yes,No,Married,PhD,Employed,Rent,0,false,false,true,false,false
Client_351,24,4,25,26,37,41.8,6.54,14.47,1,Mastercard,Debit,,Yes,No,Married,High School,Self-Employed,Own,0,true,false,true,false,true
Client_352,48,4,23,14,149,35.1,1.27,0.98,0,Mastercard,Credit,,Yes,No,Single,High School,Self-Employed,Rent,0,true,false,false,true,true
Client_353,20,4,4,3,125,14.9,8.17,2.25,0,Visa,Credit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,true,true,false,false,false
Client_354,58,1,14,11,162,18.6,5.84,11.86,0,Visa,Credit,,Yes,No,Divorced,PhD,Self-Employed,Mortgage,0,true,true,true,true,false
Client_355,43,2,11,9,160,12.4,9.98,11.94,0,Visa,Credit,,Yes,No,Married,High School,Self-Employed,Mortgage,0,true,false,false,true,true
Client_356,58,3,9,12,30,28.3,6.86,14.09,0,Mastercard,Debit,,Yes,No,Single,Masters,Unemployed,Own,0,true,false,true,true,true
Client_357,63,4,34,2,195,36.3,4.83,14.54,0,Mastercard,Debit,,Yes,No,Married,Bachelors,Unemployed,Own,0,true,true,true,false,true
Client_358,47,4,3,11,167,5.4,5.38,0.26,0,Mastercard,Credit,,Yes,No,Divorced,High School,Employed,Own,0,false,true,true,false,true
Client_359,22,3,29,25,146,25.3,8.17,14.88,0,Visa,Debit,,Yes,No,Single,Masters,Unemployed,Rent,0,false,true,false,false,true
Client_360,56,2,31,25,72,49.1,1.85,12.42,0,Mastercard,Debit,,Yes,No,Divorced,High School,Unemployed,Rent,0,false,false,true,true,false
Client_361,42,1,27,12,155,41.4,0.04,8.39,0,Mastercard,Credit,,Yes,No,Single,PhD,Unemployed,Mortgage,0,false,true,true,true,false
Client_362,37,2,34,4,91,14.0,8.22,10.64,0,Mastercard,Debit,,Yes,No,Divorced,Bachelors,Employed,Mortgage,0,false,true,false,false,true
Client_363,55,3,9,27,114,27.4,0.15,11.39,0,CIB,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Rent,0,false,false,true,true,false
Client_364,56,3,1,15,187,6.6,3.87,7.9,0,Mastercard,Debit,,Yes,No,Married,High School,Employed,Own,0,true,false,true,true,false
Client_365,31,2,12,4,97,29.4,0.81,6.19,0,Visa,Debit,,Yes,Yes,Married,Bachelors,Self-Employed,Rent,0,false,true,true,false,true
Client_366,49,4,11,17,129,12.4,0.44,11.1,0,Mastercard,Credit,,Yes,No,Married,High School,Unemployed,Rent,0,true,false,false,true,false
Client_367,33,3,32,14,122,27.5,8.86,11.8,0,Visa,Debit,,Yes,No,Married,High School,Self-Employed,Rent,0,true,false,false,false,false
Client_368,39,3,27,10,63,48.6,6.29,0.8,0,CIB,Debit,,Yes,Yes,Divorced,PhD,Unemployed,Own,0,false,false,false,true,true
